TrajectoryID,Stage,Patient,AUTOPHAGY,CELL CYCLE,CELL-CELL COMMUNICATION,CELLULAR RESPONSES TO STIMULI,CHROMATIN ORGANIZATION,CIRCADIAN CLOCK,DEVELOPMENTAL BIOLOGY,DNA REPAIR,DNA REPLICATION,DRUG ADME,EXTRACELLULAR MATRIX ORGANIZATION,HEMOSTASIS,METABOLISM OF RNA,MUSCLE CONTRACTION,NEURONAL SYSTEM,ORGANELLE BIOGENESIS AND MAINTENANCE,PROGRAMMED CELL DEATH,PROTEIN LOCALIZATION,REPRODUCTION,SENSORY PERCEPTION,TRANSPORT OF SMALL MOLECULES,VESICLE-MEDIATED TRANSPORT
11,3,TCGA-A2-A0SY-01,[-0.8497411  1.         0.       ],[2.474507 0.       1.      ],[-1.2608141  0.556299   0.       ],[0.8895085 0.8901883 0.       ],[0.6839258 1.        0.       ],[-0.47811863  0.99729264  0.        ],[-0.7748372  1.         0.       ],[2.0899339 0.        1.       ],[1.9669297 0.        1.       ],[-1.0449202   0.74167484  0.        ],[-0.798191  1.        0.      ],[-0.6486207  1.         0.       ],[1.216305  0.3161821 0.       ],[-1.3681567  0.6557194  0.       ],[-1.1556224  0.5855656  0.       ],[0.6621389 0.9720409 0.       ],[0.92282313 0.9410709  0.        ],[-0.5777188  1.         0.       ],[-1.1587628   0.69501704  0.        ],[-1.5050849  0.5624394  0.       ],[-1.302444   0.6090915  0.       ],[0.92860395 1.         0.        ]
12,2,TCGA-AO-A0JJ-01,[-0.82858634  0.9361511   0.        ],[2.3923318 0.        1.       ],[-1.3031819  0.5702226  0.       ],[0.7214486  0.92558265 0.        ],[0.896113   0.94767046 0.        ],[-0.5056  1.      0.    ],[-1.1010057  0.6997469  0.       ],[1.9622574e+00 1.8333334e-03 1.0000000e+00],[1.9399679e+00 1.2222222e-03 1.0000000e+00],[-1.565111    0.25395063  0.        ],[0.7516462 0.9973249 0.       ],[1.2395029  0.33455878 0.        ],[-0.5039174  0.9896399  0.       ],[-1.1840447  0.6098717  0.       ],[-0.95476127  0.8146837   0.        ],[0.7663551 1.        0.       ],[0.96900845 0.84714496 0.        ],[-0.55859804  1.          0.        ],[-1.5343858   0.16847907  0.        ],[-0.9640719   0.90997463  0.        ],[-1.2127423  0.6771176  0.       ],[1.0839783  0.60909814 0.        ]
12,3,TCGA-A2-A0SY-01,[-0.8497411  1.         0.       ],[2.474507 0.       1.      ],[-1.2608141  0.556299   0.       ],[0.8895085 0.8901883 0.       ],[0.6839258 1.        0.       ],[-0.47811863  0.99729264  0.        ],[-0.7748372  1.         0.       ],[2.0899339 0.        1.       ],[1.9669297 0.        1.       ],[-1.0449202   0.74167484  0.        ],[-0.798191  1.        0.      ],[-0.6486207  1.         0.       ],[1.216305  0.3161821 0.       ],[-1.3681567  0.6557194  0.       ],[-1.1556224  0.5855656  0.       ],[0.6621389 0.9720409 0.       ],[0.92282313 0.9410709  0.        ],[-0.5777188  1.         0.       ],[-1.1587628   0.69501704  0.        ],[-1.5050849  0.5624394  0.       ],[-1.302444   0.6090915  0.       ],[0.92860395 1.         0.        ]
13,2,TCGA-D8-A27G-01,[-0.5244902  1.         0.       ],[2.423216 0.       1.      ],[-1.3135694   0.46193895  0.        ],[0.63064253 1.         0.        ],[0.53383446 0.99703354 0.        ],[-0.4968313   0.99694604  0.        ],[-1.2120833   0.38570666  0.        ],[1.9544002  0.00250752 1.        ],[1.837849   0.00365382 1.        ],[-1.248116   0.4890582  0.       ],[-0.64944655  1.          0.        ],[0.979577 1.       0.      ],[0.8484947 0.973781  0.       ],[-1.1079242   0.52076626  0.        ],[-0.94062483  0.7383857   0.        ],[0.9439655 1.        0.       ],[0.92552894 1.         0.        ],[-1.0906131   0.49086294  0.        ],[-1.5493307   0.28587943  0.        ],[-1.3481573  0.5680448  0.       ],[-1.2344333   0.41642037  0.        ],[0.8567743 1.        0.       ]
13,3,TCGA-A2-A0SY-01,[-0.8497411  1.         0.       ],[2.474507 0.       1.      ],[-1.2608141  0.556299   0.       ],[0.8895085 0.8901883 0.       ],[0.6839258 1.        0.       ],[-0.47811863  0.99729264  0.        ],[-0.7748372  1.         0.       ],[2.0899339 0.        1.       ],[1.9669297 0.        1.       ],[-1.0449202   0.74167484  0.        ],[-0.798191  1.        0.      ],[-0.6486207  1.         0.       ],[1.216305  0.3161821 0.       ],[-1.3681567  0.6557194  0.       ],[-1.1556224  0.5855656  0.       ],[0.6621389 0.9720409 0.       ],[0.92282313 0.9410709  0.        ],[-0.5777188  1.         0.       ],[-1.1587628   0.69501704  0.        ],[-1.5050849  0.5624394  0.       ],[-1.302444   0.6090915  0.       ],[0.92860395 1.         0.        ]
14,2,TCGA-AR-A2LM-01,[-1.0213995   0.71559614  0.        ],[1.8551419 0.00255   1.       ],[-1.1270075  0.7303787  0.       ],[-0.6965411  1.         0.       ],[-0.2900108  1.         0.       ],[-0.34246218  1.          0.        ],[-0.9160082  0.9015142  0.       ],[1.6438813  0.01741601 1.        ],[1.2925651 0.1589523 0.       ],[-1.8349301   0.05556051  0.        ],[-0.8615373   0.95129985  0.        ],[-0.6891962  1.         0.       ],[-1.1860034  0.87012    0.       ],[-1.4803643   0.46554697  0.        ],[-1.0499563  0.7240629  0.       ],[1.112461   0.37721357 0.        ],[0.5399351 0.996506  0.       ],[-1.1507084   0.79788256  0.        ],[0.9708687 0.6192438 0.       ],[-1.1084875  0.6698533  0.       ],[-1.4483228   0.36509106  0.        ],[-0.6486338  1.         0.       ]
14,3,TCGA-A2-A0YL-01,[-0.99694204  0.78115183  0.        ],[2.3614745 0.        1.       ],[-0.8515159   0.92196715  0.        ],[-0.89076453  0.93111646  0.        ],[0.66922426 0.97168237 0.        ],[-0.38214946  1.          0.        ],[-0.7411493  0.9714127  0.       ],[1.9561286 0.        1.       ],[1.937096 0.       1.      ],[-1.0232708  0.9605589  0.       ],[0.8449508 0.891889  0.       ],[-0.7485685  1.         0.       ],[-0.5102439  1.         0.       ],[-1.6911861   0.17425789  0.        ],[-1.0341275  1.         0.       ],[0.9863171  0.64480096 0.        ],[-1.355187    0.52684134  0.        ],[-1.0091169   0.86362344  0.        ],[1.0933852  0.44726762 0.        ],[-1.2267485  0.7035959  0.       ],[-1.3967786  0.6429432  0.       ],[1.2257596  0.26030594 0.        ]
15,2,TCGA-BH-A0DP-01,[-0.90675426  0.6859615   0.        ],[1.7803644  0.01145801 1.        ],[-1.0049206  0.7794147  0.       ],[-0.755759    0.88361335  0.        ],[0.44313902 0.9996333  0.        ],[-0.35076943  0.99979615  0.        ],[-0.98570853  0.73762023  0.        ],[1.763833   0.00639567 1.        ],[1.7481258  0.00426378 1.        ],[-1.8146018   0.03492643 -1.        ],[-0.9702031  0.6958603  0.       ],[0.8427349  0.90296704 0.        ],[0.86488026 0.99854416 0.        ],[-1.2618253   0.37515333  0.        ],[-0.9497222  0.6706375  0.       ],[1.0520921 0.5661912 0.       ],[-1.2003949  0.428587   0.       ],[-1.7523316   0.03911886 -1.        ],[-1.7427802   0.03014183 -1.        ],[-1.627359    0.05983327  0.        ],[-1.5366654   0.09989225  0.        ],[1.1175387 0.5063852 0.       ]
15,3,TCGA-A2-A0YL-01,[-0.99694204  0.78115183  0.        ],[2.3614745 0.        1.       ],[-0.8515159   0.92196715  0.        ],[-0.89076453  0.93111646  0.        ],[0.66922426 0.97168237 0.        ],[-0.38214946  1.          0.        ],[-0.7411493  0.9714127  0.       ],[1.9561286 0.        1.       ],[1.937096 0.       1.      ],[-1.0232708  0.9605589  0.       ],[0.8449508 0.891889  0.       ],[-0.7485685  1.         0.       ],[-0.5102439  1.         0.       ],[-1.6911861   0.17425789  0.        ],[-1.0341275  1.         0.       ],[0.9863171  0.64480096 0.        ],[-1.355187    0.52684134  0.        ],[-1.0091169   0.86362344  0.        ],[1.0933852  0.44726762 0.        ],[-1.2267485  0.7035959  0.       ],[-1.3967786  0.6429432  0.       ],[1.2257596  0.26030594 0.        ]
16,2,TCGA-BH-A0E9-01,[-0.7250073  1.         0.       ],[1.7507461e+00 8.2850485e-04 1.0000000e+00],[-0.7829727  1.         0.       ],[-0.6255363  1.         0.       ],[0.66866565 0.9697458  0.        ],[-0.5649501  0.9893323  0.       ],[0.77618396 1.         0.        ],[1.8344284e+00 6.1538466e-04 1.0000000e+00],[1.7634610e+00 1.2427573e-03 1.0000000e+00],[-0.7378748  1.         0.       ],[-0.66439  1.       0.     ],[-0.69852245  1.          0.        ],[-0.7328324  1.         0.       ],[-1.4637631  0.9683747  0.       ],[0.99577385 0.9247372  0.        ],[0.9641869 0.84537   0.       ],[-0.6607589  1.         0.       ],[-0.730873  1.        0.      ],[-1.0276673  1.         0.       ],[-0.97744834  1.          0.        ],[-1.1805619  1.         0.       ],[0.84554565 1.         0.        ]
16,3,TCGA-A2-A0YL-01,[-0.99694204  0.78115183  0.        ],[2.3614745 0.        1.       ],[-0.8515159   0.92196715  0.        ],[-0.89076453  0.93111646  0.        ],[0.66922426 0.97168237 0.        ],[-0.38214946  1.          0.        ],[-0.7411493  0.9714127  0.       ],[1.9561286 0.        1.       ],[1.937096 0.       1.      ],[-1.0232708  0.9605589  0.       ],[0.8449508 0.891889  0.       ],[-0.7485685  1.         0.       ],[-0.5102439  1.         0.       ],[-1.6911861   0.17425789  0.        ],[-1.0341275  1.         0.       ],[0.9863171  0.64480096 0.        ],[-1.355187    0.52684134  0.        ],[-1.0091169   0.86362344  0.        ],[1.0933852  0.44726762 0.        ],[-1.2267485  0.7035959  0.       ],[-1.3967786  0.6429432  0.       ],[1.2257596  0.26030594 0.        ]
17,2,TCGA-EW-A1IW-01,[-0.8277541  1.         0.       ],[2.5406616 0.        1.       ],[-0.90543896  1.          0.        ],[0.83592856 1.         0.        ],[0.9607097 0.8851905 0.       ],[-0.34844947  1.          0.        ],[0.80776715 1.         0.        ],[1.9670312 0.        1.       ],[2.106268 0.       1.      ],[0.5218386 1.        0.       ],[-0.89428604  0.9762978   0.        ],[0.8635696 1.        0.       ],[0.4204173 0.9999231 0.       ],[-1.6067678   0.19416295  0.        ],[-0.90938646  1.          0.        ],[1.3255347  0.19165154 0.        ],[1.1407112  0.46142983 0.        ],[-0.65491897  1.          0.        ],[1.2251219  0.32407874 0.        ],[-1.1174628  1.         0.       ],[-1.1052972  0.7721317  0.       ],[1.1309545  0.42349905 0.        ]
17,3,TCGA-A2-A0YL-01,[-0.99694204  0.78115183  0.        ],[2.3614745 0.        1.       ],[-0.8515159   0.92196715  0.        ],[-0.89076453  0.93111646  0.        ],[0.66922426 0.97168237 0.        ],[-0.38214946  1.          0.        ],[-0.7411493  0.9714127  0.       ],[1.9561286 0.        1.       ],[1.937096 0.       1.      ],[-1.0232708  0.9605589  0.       ],[0.8449508 0.891889  0.       ],[-0.7485685  1.         0.       ],[-0.5102439  1.         0.       ],[-1.6911861   0.17425789  0.        ],[-1.0341275  1.         0.       ],[0.9863171  0.64480096 0.        ],[-1.355187    0.52684134  0.        ],[-1.0091169   0.86362344  0.        ],[1.0933852  0.44726762 0.        ],[-1.2267485  0.7035959  0.       ],[-1.3967786  0.6429432  0.       ],[1.2257596  0.26030594 0.        ]
18,2,TCGA-EW-A1PG-01,[-0.57330817  1.          0.        ],[0.8428544  0.85992575 0.        ],[-0.58697  1.       0.     ],[0.90666616 0.85421115 0.        ],[0.9576137 1.        0.       ],[0.9156839 1.        0.       ],[-0.9689732  1.         0.       ],[-1.187231  0.645016  0.      ],[1.0108309 1.        0.       ],[-0.77631557  1.          0.        ],[-0.7046795  1.         0.       ],[-0.7521085  1.         0.       ],[0.9310744 1.        0.       ],[-1.3402288   0.35198736  0.        ],[-0.9609288  1.         0.       ],[0.61380994 0.9873254  0.        ],[0.9140022 1.        0.       ],[-0.92397094  1.          0.        ],[-1.4400802   0.43909398  0.        ],[-1.2577543  0.5003645  0.       ],[-1.3536793  0.4753901  0.       ],[-0.5157245  0.9768332  0.       ]
18,3,TCGA-A2-A0YL-01,[-0.99694204  0.78115183  0.        ],[2.3614745 0.        1.       ],[-0.8515159   0.92196715  0.        ],[-0.89076453  0.93111646  0.        ],[0.66922426 0.97168237 0.        ],[-0.38214946  1.          0.        ],[-0.7411493  0.9714127  0.       ],[1.9561286 0.        1.       ],[1.937096 0.       1.      ],[-1.0232708  0.9605589  0.       ],[0.8449508 0.891889  0.       ],[-0.7485685  1.         0.       ],[-0.5102439  1.         0.       ],[-1.6911861   0.17425789  0.        ],[-1.0341275  1.         0.       ],[0.9863171  0.64480096 0.        ],[-1.355187    0.52684134  0.        ],[-1.0091169   0.86362344  0.        ],[1.0933852  0.44726762 0.        ],[-1.2267485  0.7035959  0.       ],[-1.3967786  0.6429432  0.       ],[1.2257596  0.26030594 0.        ]
19,1,TCGA-AR-A2LE-01,[-0.82289237  0.8826787   0.        ],[2.2465193 0.        1.       ],[-1.295633   0.7823073  0.       ],[0.73553926 1.         0.        ],[0.50350815 0.99647474 0.        ],[-0.67860925  0.965881    0.        ],[-0.9407758  0.7716151  0.       ],[1.9225198 0.        1.       ],[1.7484301  0.00352526 1.        ],[-0.9962756   0.83024234  0.        ],[-0.9703836   0.79440576  0.        ],[-0.6508861  0.9116291  0.       ],[1.4146621  0.08577725 0.        ],[-1.4410174  0.5385103  0.       ],[-1.0052073   0.92228776  0.        ],[0.9108001 0.9554807 0.       ],[0.72449094 1.         0.        ],[-1.2770956  0.5852026  0.       ],[-1.1556518   0.69537574  0.        ],[-1.2364458   0.55825347  0.        ],[-1.1194689  0.6921278  0.       ],[0.9201414 1.        0.       ]
19,2,TCGA-BH-A28Q-01,[-0.8016326  1.         0.       ],[1.9923775e+00 1.5353122e-03 1.0000000e+00],[-1.425255   0.3504563  0.       ],[-0.5296399  1.         0.       ],[0.7856499 1.        0.       ],[0.44137928 1.         0.        ],[-1.261335   0.5027963  0.       ],[1.7919114  0.00197397 1.        ],[1.7044288 0.0026807 1.       ],[-1.2221606   0.42176068  0.        ],[-0.7076135  1.         0.       ],[-0.72585535  1.          0.        ],[-0.368215   0.9999069  0.       ],[-1.7061361   0.07645338  0.        ],[-1.2471617   0.43937245  0.        ],[1.3275791  0.09498586 0.        ],[-0.5159768  1.         0.       ],[-0.67865044  1.          0.        ],[-1.1703306   0.49392334  0.        ],[-0.98194176  0.994724    0.        ],[-1.3178504   0.48120582  0.        ],[-0.68934315  1.          0.        ]
19,3,TCGA-A2-A0YL-01,[-0.99694204  0.78115183  0.        ],[2.3614745 0.        1.       ],[-0.8515159   0.92196715  0.        ],[-0.89076453  0.93111646  0.        ],[0.66922426 0.97168237 0.        ],[-0.38214946  1.          0.        ],[-0.7411493  0.9714127  0.       ],[1.9561286 0.        1.       ],[1.937096 0.       1.      ],[-1.0232708  0.9605589  0.       ],[0.8449508 0.891889  0.       ],[-0.7485685  1.         0.       ],[-0.5102439  1.         0.       ],[-1.6911861   0.17425789  0.        ],[-1.0341275  1.         0.       ],[0.9863171  0.64480096 0.        ],[-1.355187    0.52684134  0.        ],[-1.0091169   0.86362344  0.        ],[1.0933852  0.44726762 0.        ],[-1.2267485  0.7035959  0.       ],[-1.3967786  0.6429432  0.       ],[1.2257596  0.26030594 0.        ]
20,2,TCGA-A8-A09Z-01,[-0.70708287  1.          0.        ],[nan  1. nan],[-1.1898967   0.41066653  0.        ],[-0.28975028  0.8888889   0.        ],[0.46363783 1.         0.        ],[-0.42394298  1.          0.        ],[-1.099572   0.5637592  0.       ],[1.8148055  0.01123596 1.        ],[2.0986717 0.        1.       ],[-0.93817955  1.          0.        ],[-0.93200606  1.          0.        ],[-0.8068086  1.         0.       ],[nan  1. nan],[-1.3843766   0.07368555  0.        ],[-1.1280878  0.5148303  0.       ],[-0.31666338  0.9411337   0.        ],[0.9756761 0.7149396 0.       ],[-0.37501597  0.9987053   0.        ],[-1.0057926   0.92477566  0.        ],[-1.1313359  0.5824447  0.       ],[-1.2030038   0.45530555  0.        ],[-0.72692  1.       0.     ]
20,3,TCGA-A2-A25D-01,[-0.69870317  1.          0.        ],[2.3572361 0.        1.       ],[-1.5929556   0.05845604  0.        ],[0.9951377 0.7651552 0.       ],[0.6314337 1.        0.       ],[-0.6561026  0.9247504  0.       ],[-0.9864654  0.7407853  0.       ],[2.102868 0.       1.      ],[2.1718717 0.        1.       ],[0.86532325 0.92788255 0.        ],[-1.0437186  0.7082236  0.       ],[-0.78551304  1.          0.        ],[1.955341 0.       1.      ],[-1.627926    0.06243179  0.        ],[-1.251449    0.33539426  0.        ],[0.5814477  0.99234664 0.        ],[0.9973903  0.90296644 0.        ],[0.923766  0.8873921 0.       ],[-1.4859278   0.10909593  0.        ],[-1.7428567  0.0324889 -1.       ],[-1.2826915   0.34458387  0.        ],[-0.6651006   0.99972886  0.        ]
21,2,TCGA-A2-A1FV-01,[-0.6806212  1.         0.       ],[2.4089713 0.        1.       ],[-1.4131452  0.4234858  0.       ],[0.5145782 1.        0.       ],[0.943437  0.8180137 0.       ],[0.795063 1.       0.      ],[-1.1289669  0.9090059  0.       ],[1.7225984  0.00584795 1.        ],[1.8282297  0.00227733 1.        ],[-0.76782614  1.          0.        ],[-0.83869636  1.          0.        ],[-0.53386366  0.98720974  0.        ],[0.38112462 1.         0.        ],[-1.6104505   0.18071887  0.        ],[-0.995096  1.        0.      ],[1.4312363 0.0867112 0.       ],[-1.3381059   0.44126055  0.        ],[-0.6413151  1.         0.       ],[-0.87994266  1.          0.        ],[1.3383055  0.13654652 0.        ],[-0.8626865  1.         0.       ],[0.9597698  0.89437026 0.        ]
21,3,TCGA-A7-A26E-01,[-1.0658011   0.56032836  0.        ],[2.4660912 0.        1.       ],[-1.4224315   0.37105855  0.        ],[0.66216475 1.         0.        ],[1.042187  0.7295815 0.       ],[0.45148173 0.99965703 0.        ],[-1.1404995  0.5525947  0.       ],[1.9782994 0.        1.       ],[1.8744503  0.00257202 1.        ],[-0.8627065  0.8121228  0.       ],[-1.4026985  0.2796176  0.       ],[-0.90246975  0.825572    0.        ],[-0.7299508  0.8534014  0.       ],[-1.7506171   0.04610332 -1.        ],[-1.1802812   0.55521303  0.        ],[1.0476592  0.88691497 0.        ],[0.5935839 1.        0.       ],[-0.7927702   0.84732515  0.        ],[0.99512583 0.7590979  0.        ],[-1.1346064   0.48691088  0.        ],[-1.2815801   0.41194493  0.        ],[0.91906244 0.91035277 0.        ]
22,2,TCGA-A8-A09V-01,[-0.8496543  1.         0.       ],[2.4366357 0.        1.       ],[-1.3366725  0.7461416  0.       ],[-0.7417757  0.9661744  0.       ],[0.6363196  0.98037803 0.        ],[-0.7945198  1.         0.       ],[-1.1012299  0.9363489  0.       ],[1.9365162 0.        1.       ],[1.5506309  0.02579995 1.        ],[-1.318202    0.42016008  0.        ],[-0.7671159   0.99751574  0.        ],[-0.68708843  0.9649323   0.        ],[-0.996857  1.        0.      ],[-1.331025   0.5145305  0.       ],[-1.2979802   0.38328627  0.        ],[1.211836   0.18367821 0.        ],[-0.81929415  1.          0.        ],[-0.915791  1.        0.      ],[-0.97955173  0.9735167   0.        ],[-1.0355438  1.         0.       ],[-1.4098173  0.8846182  0.       ],[-0.6132228  0.9620165  0.       ]
22,3,TCGA-A7-A26E-01,[-1.0658011   0.56032836  0.        ],[2.4660912 0.        1.       ],[-1.4224315   0.37105855  0.        ],[0.66216475 1.         0.        ],[1.042187  0.7295815 0.       ],[0.45148173 0.99965703 0.        ],[-1.1404995  0.5525947  0.       ],[1.9782994 0.        1.       ],[1.8744503  0.00257202 1.        ],[-0.8627065  0.8121228  0.       ],[-1.4026985  0.2796176  0.       ],[-0.90246975  0.825572    0.        ],[-0.7299508  0.8534014  0.       ],[-1.7506171   0.04610332 -1.        ],[-1.1802812   0.55521303  0.        ],[1.0476592  0.88691497 0.        ],[0.5935839 1.        0.       ],[-0.7927702   0.84732515  0.        ],[0.99512583 0.7590979  0.        ],[-1.1346064   0.48691088  0.        ],[-1.2815801   0.41194493  0.        ],[0.91906244 0.91035277 0.        ]
23,2,TCGA-A8-A0A2-01,[-0.5857952  1.         0.       ],[2.1922827 0.        1.       ],[-1.320945    0.47966704  0.        ],[-0.52009535  1.          0.        ],[0.511313   0.99842596 0.        ],[-0.93366176  1.          0.        ],[-1.2070225  0.6960735  0.       ],[1.8641641  0.00244841 1.        ],[1.7566406  0.00550892 1.        ],[-1.0037088  1.         0.       ],[-0.8508212  1.         0.       ],[-0.8096135  1.         0.       ],[-0.25977018  1.          0.        ],[-1.62157     0.12325166  0.        ],[-1.161698    0.70809394  0.        ],[0.76221436 1.         0.        ],[0.8131215 1.        0.       ],[-0.72433615  1.          0.        ],[1.0232795 0.7096638 0.       ],[-1.0910802   0.83256304  0.        ],[-1.3448179   0.61534774  0.        ],[-0.70695347  1.          0.        ]
23,3,TCGA-A7-A26E-01,[-1.0658011   0.56032836  0.        ],[2.4660912 0.        1.       ],[-1.4224315   0.37105855  0.        ],[0.66216475 1.         0.        ],[1.042187  0.7295815 0.       ],[0.45148173 0.99965703 0.        ],[-1.1404995  0.5525947  0.       ],[1.9782994 0.        1.       ],[1.8744503  0.00257202 1.        ],[-0.8627065  0.8121228  0.       ],[-1.4026985  0.2796176  0.       ],[-0.90246975  0.825572    0.        ],[-0.7299508  0.8534014  0.       ],[-1.7506171   0.04610332 -1.        ],[-1.1802812   0.55521303  0.        ],[1.0476592  0.88691497 0.        ],[0.5935839 1.        0.       ],[-0.7927702   0.84732515  0.        ],[0.99512583 0.7590979  0.        ],[-1.1346064   0.48691088  0.        ],[-1.2815801   0.41194493  0.        ],[0.91906244 0.91035277 0.        ]
24,2,TCGA-AO-A1KS-01,[-0.83683914  0.9468939   0.        ],[2.9826064 0.        1.       ],[-1.3464252  0.5765201  0.       ],[0.67109156 1.         0.        ],[1.3235453  0.15706535 0.        ],[0.5885527 0.9919198 0.       ],[-0.910356  1.        0.      ],[2.2411766 0.        1.       ],[2.2419024 0.        1.       ],[-1.0938255  1.         0.       ],[-1.0459341  0.9044761  0.       ],[-0.863076    0.99817985  0.        ],[0.67000604 1.         0.        ],[-1.7495403   0.02850275 -1.        ],[-0.75603575  0.89329535  0.        ],[1.2570895 0.1868934 0.       ],[0.61833733 1.         0.        ],[-0.78436077  0.93753266  0.        ],[-1.0578604  1.         0.       ],[-1.272151    0.61147535  0.        ],[-0.9917266  0.9292599  0.       ],[-0.72703207  0.85429955  0.        ]
24,3,TCGA-A7-A26E-01,[-1.0658011   0.56032836  0.        ],[2.4660912 0.        1.       ],[-1.4224315   0.37105855  0.        ],[0.66216475 1.         0.        ],[1.042187  0.7295815 0.       ],[0.45148173 0.99965703 0.        ],[-1.1404995  0.5525947  0.       ],[1.9782994 0.        1.       ],[1.8744503  0.00257202 1.        ],[-0.8627065  0.8121228  0.       ],[-1.4026985  0.2796176  0.       ],[-0.90246975  0.825572    0.        ],[-0.7299508  0.8534014  0.       ],[-1.7506171   0.04610332 -1.        ],[-1.1802812   0.55521303  0.        ],[1.0476592  0.88691497 0.        ],[0.5935839 1.        0.       ],[-0.7927702   0.84732515  0.        ],[0.99512583 0.7590979  0.        ],[-1.1346064   0.48691088  0.        ],[-1.2815801   0.41194493  0.        ],[0.91906244 0.91035277 0.        ]
25,2,TCGA-D8-A1XO-01,[-0.9187282  1.         0.       ],[2.1453216 0.        1.       ],[-1.465541    0.16734155  0.        ],[-0.60158575  1.          0.        ],[0.72680664 0.92760843 0.        ],[-0.7502685  1.         0.       ],[-1.144692   0.5737533  0.       ],[1.9168392 0.        1.       ],[1.7706529e+00 6.5129605e-04 1.0000000e+00],[-1.6193616   0.09538159  0.        ],[-0.67529976  1.          0.        ],[-0.70077455  1.          0.        ],[-0.8335503  1.         0.       ],[-1.5527457  0.1031848  0.       ],[-1.2715675  0.3148722  0.       ],[0.9574443  0.67588454 0.        ],[-0.5538387  0.9816004  0.       ],[-0.73448235  1.          0.        ],[-1.3378289   0.28784904  0.        ],[-1.2961944  0.3166751  0.       ],[-1.4308062   0.17076364  0.        ],[-0.64469165  1.          0.        ]
25,3,TCGA-A7-A26E-01,[-1.0658011   0.56032836  0.        ],[2.4660912 0.        1.       ],[-1.4224315   0.37105855  0.        ],[0.66216475 1.         0.        ],[1.042187  0.7295815 0.       ],[0.45148173 0.99965703 0.        ],[-1.1404995  0.5525947  0.       ],[1.9782994 0.        1.       ],[1.8744503  0.00257202 1.        ],[-0.8627065  0.8121228  0.       ],[-1.4026985  0.2796176  0.       ],[-0.90246975  0.825572    0.        ],[-0.7299508  0.8534014  0.       ],[-1.7506171   0.04610332 -1.        ],[-1.1802812   0.55521303  0.        ],[1.0476592  0.88691497 0.        ],[0.5935839 1.        0.       ],[-0.7927702   0.84732515  0.        ],[0.99512583 0.7590979  0.        ],[-1.1346064   0.48691088  0.        ],[-1.2815801   0.41194493  0.        ],[0.91906244 0.91035277 0.        ]
26,2,TCGA-D8-A27V-01,[-0.92359036  0.7038929   0.        ],[2.343152 0.       1.      ],[-1.8074334   0.00977616 -1.        ],[0.52392423 1.         0.        ],[1.1105121 0.6067843 0.       ],[0.8364127 1.        0.       ],[-1.209513    0.35436395  0.        ],[2.0018084 0.        1.       ],[2.017122 0.       1.      ],[-1.0551513  0.5618837  0.       ],[-1.209996    0.41271016  0.        ],[-0.67350405  0.99557394  0.        ],[0.5042242 0.9987928 0.       ],[-1.518916   0.1219129  0.       ],[-1.1464525  0.4243159  0.       ],[0.8024563 1.        0.       ],[-0.46137664  0.9981835   0.        ],[-0.9709374  0.6750151  0.       ],[-1.6686236   0.04317347 -1.        ],[-1.487783   0.1151086  0.       ],[-1.2453648  0.4159948  0.       ],[1.0131911  0.76690423 0.        ]
26,3,TCGA-A7-A26E-01,[-1.0658011   0.56032836  0.        ],[2.4660912 0.        1.       ],[-1.4224315   0.37105855  0.        ],[0.66216475 1.         0.        ],[1.042187  0.7295815 0.       ],[0.45148173 0.99965703 0.        ],[-1.1404995  0.5525947  0.       ],[1.9782994 0.        1.       ],[1.8744503  0.00257202 1.        ],[-0.8627065  0.8121228  0.       ],[-1.4026985  0.2796176  0.       ],[-0.90246975  0.825572    0.        ],[-0.7299508  0.8534014  0.       ],[-1.7506171   0.04610332 -1.        ],[-1.1802812   0.55521303  0.        ],[1.0476592  0.88691497 0.        ],[0.5935839 1.        0.       ],[-0.7927702   0.84732515  0.        ],[0.99512583 0.7590979  0.        ],[-1.1346064   0.48691088  0.        ],[-1.2815801   0.41194493  0.        ],[0.91906244 0.91035277 0.        ]
