TrajectoryID,Stage,Patient,AUTOPHAGY,CELL CYCLE,CELL-CELL COMMUNICATION,CELLULAR RESPONSES TO STIMULI,CHROMATIN ORGANIZATION,CIRCADIAN CLOCK,DEVELOPMENTAL BIOLOGY,DNA REPAIR,DNA REPLICATION,DRUG ADME,EXTRACELLULAR MATRIX ORGANIZATION,HEMOSTASIS,METABOLISM OF RNA,MUSCLE CONTRACTION,NEURONAL SYSTEM,ORGANELLE BIOGENESIS AND MAINTENANCE,PROGRAMMED CELL DEATH,PROTEIN LOCALIZATION,REPRODUCTION,SENSORY PERCEPTION,TRANSPORT OF SMALL MOLECULES,VESICLE-MEDIATED TRANSPORT
190,2,TCGA-A8-A09R-01,[-0.83797914  1.          0.        ],[2.4322367 0.        1.       ],[-1.014227  1.        0.      ],[-0.51771086  1.          0.        ],[-0.3658589  0.99995    0.       ],[-0.77837116  1.          0.        ],[-1.2474718  0.7986024  0.       ],[1.9423836 0.        1.       ],[1.976308 0.       1.      ],[-1.037138  1.        0.      ],[-0.76710826  1.          0.        ],[-0.8767062  1.         0.       ],[-0.5231606  1.         0.       ],[-1.775477    0.02498325 -1.        ],[-0.9753052  1.         0.       ],[0.7562804 1.        0.       ],[0.82589394 1.         0.        ],[0.73931605 0.9292967  0.        ],[-1.4405788   0.34273875  0.        ],[-0.92147917  1.          0.        ],[-1.2149267  0.7147314  0.       ],[-0.78161544  1.          0.        ]
190,3,TCGA-A8-A08F-01,[-1.3817081   0.39361054  0.        ],[2.561305 0.       1.      ],[-1.321399    0.40764543  0.        ],[0.77354556 1.         0.        ],[0.56636673 0.9943217  0.        ],[-0.8912184  0.865406   0.       ],[-1.0951166   0.56869185  0.        ],[2.1598763 0.        1.       ],[2.2658951 0.        1.       ],[-0.7846147  0.9422779  0.       ],[-1.1152588   0.69487846  0.        ],[-0.7221419   0.93129355  0.        ],[0.9620005 0.9555794 0.       ],[-1.4443947   0.45445216  0.        ],[-1.1055676   0.61981916  0.        ],[0.8912748 1.        0.       ],[0.67440367 1.         0.        ],[-0.49196294  0.99156517  0.        ],[-1.2861915  0.3936211  0.       ],[-0.9603624   0.81291735  0.        ],[-1.1772293   0.61397254  0.        ],[0.98312426 1.         0.        ]
191,2,TCGA-C8-A26Y-01,[-0.6639065  1.         0.       ],[2.4924295 0.        1.       ],[-1.3853722  0.3672541  0.       ],[0.62717825 1.         0.        ],[0.52994096 0.9984718  0.        ],[-0.61845183  1.          0.        ],[-1.2803667   0.34182993  0.        ],[2.1315894 0.        1.       ],[2.11045 0.      1.     ],[-1.2338537   0.35763708  0.        ],[-1.1468798  0.3887704  0.       ],[-0.765146  1.        0.      ],[-0.34285638  1.          0.        ],[-1.8052402   0.01763673 -1.        ],[-1.2984589   0.40932637  0.        ],[0.9692243  0.95933455 0.        ],[0.939176   0.93132335 0.        ],[0.78409517 1.         0.        ],[1.0474024  0.95835114 0.        ],[1.0153754 0.9062421 0.       ],[-1.1826199   0.38363323  0.        ],[0.9319278 0.8423509 0.       ]
191,3,TCGA-A8-A08L-01,[-0.7414695  1.         0.       ],[2.5695734 0.        1.       ],[-1.4658878  0.2649559  0.       ],[-0.53006846  1.          0.        ],[0.7988191 1.        0.       ],[-1.131804    0.89517504  0.        ],[-1.0601692   0.96529394  0.        ],[1.9785631e+00 4.2857145e-04 1.0000000e+00],[2.1023774 0.        1.       ],[-0.67932343  1.          0.        ],[-0.9707435  0.9437052  0.       ],[-0.60558426  1.          0.        ],[0.5290376 0.9970564 0.       ],[-1.5951524   0.19357619  0.        ],[-0.94515866  0.88769794  0.        ],[0.8041935 1.        0.       ],[0.70635986 1.         0.        ],[-0.37714314  0.99979866  0.        ],[1.407498   0.09096095 0.        ],[-0.97784674  1.          0.        ],[-1.16642  1.       0.     ],[0.9724931 0.9127058 0.       ]
192,2,TCGA-D8-A143-01,[-0.57601416  1.          0.        ],[3.0019245 0.        1.       ],[-1.4190059   0.21432689  0.        ],[1.0434686  0.42020395 0.        ],[1.3128312  0.15522508 0.        ],[-0.47430122  1.          0.        ],[-0.81552494  1.          0.        ],[2.4109187 0.        1.       ],[2.539098 0.       1.      ],[-0.9629507  1.         0.       ],[-0.55705744  1.          0.        ],[-0.6104342  1.         0.       ],[-0.72169614  1.          0.        ],[-1.524702    0.12534963  0.        ],[-1.0207715  1.         0.       ],[1.1710968  0.30291623 0.        ],[1.1586243 0.2666667 0.       ],[-0.46300375  0.9956733   0.        ],[-1.1422782  0.7427715  0.       ],[-1.2886144  0.4627288  0.       ],[-1.2150702   0.58614683  0.        ],[1.0226979  0.39708787 0.        ]
192,3,TCGA-A8-A08L-01,[-0.7414695  1.         0.       ],[2.5695734 0.        1.       ],[-1.4658878  0.2649559  0.       ],[-0.53006846  1.          0.        ],[0.7988191 1.        0.       ],[-1.131804    0.89517504  0.        ],[-1.0601692   0.96529394  0.        ],[1.9785631e+00 4.2857145e-04 1.0000000e+00],[2.1023774 0.        1.       ],[-0.67932343  1.          0.        ],[-0.9707435  0.9437052  0.       ],[-0.60558426  1.          0.        ],[0.5290376 0.9970564 0.       ],[-1.5951524   0.19357619  0.        ],[-0.94515866  0.88769794  0.        ],[0.8041935 1.        0.       ],[0.70635986 1.         0.        ],[-0.37714314  0.99979866  0.        ],[1.407498   0.09096095 0.        ],[-0.97784674  1.          0.        ],[-1.16642  1.       0.     ],[0.9724931 0.9127058 0.       ]
193,2,TCGA-AN-A0AJ-01,[-0.92972463  1.          0.        ],[2.5185778 0.        1.       ],[-1.3958828  0.2556124  0.       ],[0.81648064 0.8165376  0.        ],[-0.60215956  1.          0.        ],[-0.74237186  0.97970176  0.        ],[-1.2779256   0.46058372  0.        ],[2.3485255 0.        1.       ],[2.3658473 0.        1.       ],[-0.8903439  1.         0.       ],[-1.0935423  0.648748   0.       ],[-0.8023628  1.         0.       ],[1.3289005 0.127396  0.       ],[-1.7199405   0.01947283 -1.        ],[-1.2311264   0.41277504  0.        ],[1.2650437  0.16348349 0.        ],[-0.5803697   0.96935195  0.        ],[-0.7907154  1.         0.       ],[-1.2686203   0.38992667  0.        ],[-1.5755299   0.07231156  0.        ],[-1.2159257   0.38940212  0.        ],[0.88025516 0.82146174 0.        ]
193,3,TCGA-A8-A08P-01,[-1.0944238  0.6562275  0.       ],[2.3088768 0.        1.       ],[-1.0147206   0.79171383  0.        ],[nan  1. nan],[0.50203115 0.9984448  0.        ],[-0.8490102  1.         0.       ],[-1.0600924  0.7005997  0.       ],[2.1760955 0.        1.       ],[2.2161577 0.        1.       ],[-1.1438165  0.6474921  0.       ],[-0.6468405  1.         0.       ],[-0.56082433  0.9645518   0.        ],[-0.5754989  1.         0.       ],[-1.4212693   0.05522332  0.        ],[-1.2140754   0.58720803  0.        ],[1.1864121  0.36134002 0.        ],[0.9689886 0.7115035 0.       ],[0.5258517 1.        0.       ],[-0.67588365  1.          0.        ],[-1.1084726   0.69780064  0.        ],[-1.1875032   0.56966597  0.        ],[-0.49506524  0.91412014  0.        ]
194,2,TCGA-BH-A0C0-01,[-0.76378113  0.9838105   0.        ],[2.8489602 0.        1.       ],[-0.79709905  1.          0.        ],[0.56821597 0.995525   0.        ],[0.66874313 1.         0.        ],[-0.94378996  1.          0.        ],[-1.2364241  0.6544255  0.       ],[2.1987684 0.        1.       ],[2.302583 0.       1.      ],[-0.5871291   0.96125364  0.        ],[-1.1611636   0.61598855  0.        ],[-0.62074226  1.          0.        ],[1.301028   0.22185515 0.        ],[-1.5895582  0.0881532  0.       ],[-1.353424    0.43604255  0.        ],[0.7901424 1.        0.       ],[1.1047037  0.55082744 0.        ],[0.9688277 0.8500509 0.       ],[-0.8715625  1.         0.       ],[-1.1407143  0.5646305  0.       ],[-1.1763318  0.7098924  0.       ],[0.8766877 1.        0.       ]
194,3,TCGA-A8-A08P-01,[-1.0944238  0.6562275  0.       ],[2.3088768 0.        1.       ],[-1.0147206   0.79171383  0.        ],[nan  1. nan],[0.50203115 0.9984448  0.        ],[-0.8490102  1.         0.       ],[-1.0600924  0.7005997  0.       ],[2.1760955 0.        1.       ],[2.2161577 0.        1.       ],[-1.1438165  0.6474921  0.       ],[-0.6468405  1.         0.       ],[-0.56082433  0.9645518   0.        ],[-0.5754989  1.         0.       ],[-1.4212693   0.05522332  0.        ],[-1.2140754   0.58720803  0.        ],[1.1864121  0.36134002 0.        ],[0.9689886 0.7115035 0.       ],[0.5258517 1.        0.       ],[-0.67588365  1.          0.        ],[-1.1084726   0.69780064  0.        ],[-1.1875032   0.56966597  0.        ],[-0.49506524  0.91412014  0.        ]
195,2,TCGA-C8-A1HM-01,[-1.4247291   0.13345745  0.        ],[2.9432003 0.        1.       ],[-1.4659191   0.13436952  0.        ],[0.60517764 1.         0.        ],[0.5319977 1.        0.       ],[-0.7172363  1.         0.       ],[-1.3198044   0.17321175  0.        ],[2.3901973 0.        1.       ],[2.4450138 0.        1.       ],[-0.7058142  0.8857684  0.       ],[-1.0681423   0.56592256  0.        ],[-0.706518    0.95894915  0.        ],[-0.83923876  0.9817105   0.        ],[-1.6762998   0.01396229 -1.        ],[-1.4118118   0.11510472  0.        ],[0.7703337 1.        0.       ],[1.1317896 0.5195831 0.       ],[0.4722073 1.        0.       ],[-1.2411011   0.23173131  0.        ],[-1.246524    0.25472733  0.        ],[-1.3682071   0.13841613  0.        ],[0.90569025 1.         0.        ]
195,3,TCGA-A8-A08P-01,[-1.0944238  0.6562275  0.       ],[2.3088768 0.        1.       ],[-1.0147206   0.79171383  0.        ],[nan  1. nan],[0.50203115 0.9984448  0.        ],[-0.8490102  1.         0.       ],[-1.0600924  0.7005997  0.       ],[2.1760955 0.        1.       ],[2.2161577 0.        1.       ],[-1.1438165  0.6474921  0.       ],[-0.6468405  1.         0.       ],[-0.56082433  0.9645518   0.        ],[-0.5754989  1.         0.       ],[-1.4212693   0.05522332  0.        ],[-1.2140754   0.58720803  0.        ],[1.1864121  0.36134002 0.        ],[0.9689886 0.7115035 0.       ],[0.5258517 1.        0.       ],[-0.67588365  1.          0.        ],[-1.1084726   0.69780064  0.        ],[-1.1875032   0.56966597  0.        ],[-0.49506524  0.91412014  0.        ]
196,2,TCGA-D8-A142-01,[0.72313994 0.9391046  0.        ],[2.6987767 0.        1.       ],[-0.92116505  1.          0.        ],[0.92563057 0.8288679  0.        ],[0.8715946  0.84442693 0.        ],[-0.5986476  1.         0.       ],[-0.7885865  1.         0.       ],[2.0891511 0.        1.       ],[2.1235762 0.        1.       ],[-0.5948982  1.         0.       ],[-0.6805123  1.         0.       ],[-0.8274013  1.         0.       ],[0.96299195 0.84824955 0.        ],[-1.2812951  0.6007297  0.       ],[-1.2097733  0.6714413  0.       ],[-1.1803088  0.6230876  0.       ],[-0.47818714  0.99783295  0.        ],[-0.92943037  1.          0.        ],[1.092239  0.5738402 0.       ],[-1.4528322  0.5655619  0.       ],[-1.2834201   0.88883495  0.        ],[-0.7903098  1.         0.       ]
196,3,TCGA-A8-A08X-01,[-0.83262044  1.          0.        ],[2.4337344 0.        1.       ],[-1.3162643   0.63948095  0.        ],[-0.44595575  0.99645895  0.        ],[0.6709351  0.95356154 0.        ],[-0.5558057  1.         0.       ],[-0.85698897  1.          0.        ],[2.153351 0.       1.      ],[2.0721626 0.        1.       ],[-0.71988916  1.          0.        ],[-0.9101693  1.         0.       ],[-0.6959556  1.         0.       ],[1.438599   0.07764801 0.        ],[-1.484515    0.25449747  0.        ],[-0.62394077  1.          0.        ],[0.78075933 1.         0.        ],[0.70460576 1.         0.        ],[-0.7305082  1.         0.       ],[0.84603333 1.         0.        ],[-1.006427  1.        0.      ],[-1.151697  1.        0.      ],[-0.8866757  1.         0.       ]
197,2,TCGA-D8-A1XQ-01,[-0.6823615  1.         0.       ],[2.8065186 0.        1.       ],[-1.4667351   0.33220336  0.        ],[0.80077046 0.8645067  0.        ],[-0.44578797  0.997547    0.        ],[-0.5265218  1.         0.       ],[-0.84809446  1.          0.        ],[2.2379453 0.        1.       ],[2.307375 0.       1.      ],[-0.6902524  1.         0.       ],[0.8951357  0.79000825 0.        ],[-0.7999021  1.         0.       ],[1.2500014  0.14879511 0.        ],[-1.3665376  0.4212489  0.       ],[-1.2919878   0.51318204  0.        ],[-0.4630201  1.         0.       ],[-0.6263815  1.         0.       ],[-0.88858503  1.          0.        ],[1.4029537  0.06995145 0.        ],[-1.1768888  0.8294595  0.       ],[-1.1451888   0.79296774  0.        ],[-0.46374202  1.          0.        ]
197,3,TCGA-A8-A08X-01,[-0.83262044  1.          0.        ],[2.4337344 0.        1.       ],[-1.3162643   0.63948095  0.        ],[-0.44595575  0.99645895  0.        ],[0.6709351  0.95356154 0.        ],[-0.5558057  1.         0.       ],[-0.85698897  1.          0.        ],[2.153351 0.       1.      ],[2.0721626 0.        1.       ],[-0.71988916  1.          0.        ],[-0.9101693  1.         0.       ],[-0.6959556  1.         0.       ],[1.438599   0.07764801 0.        ],[-1.484515    0.25449747  0.        ],[-0.62394077  1.          0.        ],[0.78075933 1.         0.        ],[0.70460576 1.         0.        ],[-0.7305082  1.         0.       ],[0.84603333 1.         0.        ],[-1.006427  1.        0.      ],[-1.151697  1.        0.      ],[-0.8866757  1.         0.       ]
198,2,TCGA-E2-A159-01,[0.95262736 0.80035985 0.        ],[2.4528732 0.        1.       ],[-1.1832137   0.89375514  0.        ],[1.0256039 0.6647272 0.       ],[0.6300339 0.9823875 0.       ],[-0.8884058  0.8576856  0.       ],[-1.1477909   0.63638264  0.        ],[2.0800548 0.        1.       ],[2.1279569 0.        1.       ],[-0.70332575  0.9817966   0.        ],[-0.7110924  1.         0.       ],[-0.6882969  0.9136873  0.       ],[0.6933692 1.        0.       ],[-1.6984999   0.04407132 -1.        ],[-1.3289655  0.6017516  0.       ],[0.79333377 1.         0.        ],[1.1098003  0.63724065 0.        ],[-1.0264894   0.64572394  0.        ],[-1.0693797   0.62780756  0.        ],[-1.1729298   0.70132476  0.        ],[-1.0749358  0.7183017  0.       ],[1.0736113  0.62987715 0.        ]
198,3,TCGA-A8-A08X-01,[-0.83262044  1.          0.        ],[2.4337344 0.        1.       ],[-1.3162643   0.63948095  0.        ],[-0.44595575  0.99645895  0.        ],[0.6709351  0.95356154 0.        ],[-0.5558057  1.         0.       ],[-0.85698897  1.          0.        ],[2.153351 0.       1.      ],[2.0721626 0.        1.       ],[-0.71988916  1.          0.        ],[-0.9101693  1.         0.       ],[-0.6959556  1.         0.       ],[1.438599   0.07764801 0.        ],[-1.484515    0.25449747  0.        ],[-0.62394077  1.          0.        ],[0.78075933 1.         0.        ],[0.70460576 1.         0.        ],[-0.7305082  1.         0.       ],[0.84603333 1.         0.        ],[-1.006427  1.        0.      ],[-1.151697  1.        0.      ],[-0.8866757  1.         0.       ]
199,1,TCGA-BH-A18G-01,[1.093969   0.37774727 0.        ],[nan  1. nan],[-1.1467454  0.5833141  0.       ],[-0.3578619  0.9982011  0.       ],[0.90638417 0.61538464 0.        ],[-0.30255085  0.9406915   0.        ],[-0.830095  1.        0.      ],[2.466664 0.       1.      ],[2.2884867 0.        1.       ],[-1.0600063  1.         0.       ],[-0.69960475  1.          0.        ],[-0.9128682  1.         0.       ],[1.3127607  0.18315017 0.        ],[-1.2566471   0.26868573  0.        ],[-1.0297155  1.         0.       ],[-0.5223993  1.         0.       ],[-0.6726545  1.         0.       ],[-0.92259455  1.          0.        ],[-1.0175548  1.         0.       ],[-1.2082161   0.36906877  0.        ],[-0.9882073  1.         0.       ],[-0.7704741  1.         0.       ]
199,2,TCGA-A2-A0T0-01,[0.90156394 0.73614424 0.        ],[2.974312 0.       1.      ],[-1.2287905  0.9519529  0.       ],[0.9813703 0.7043794 0.       ],[0.9510286  0.69841605 0.        ],[-0.47738025  0.9921876   0.        ],[-0.7946023  0.961926   0.       ],[2.3293672 0.        1.       ],[2.3707356 0.        1.       ],[-1.1473116  1.         0.       ],[-0.83411545  1.          0.        ],[-0.9289494  1.         0.       ],[1.2058372  0.41242018 0.        ],[-1.441933   0.3621134  0.       ],[-1.0886472   0.85538435  0.        ],[1.0279078  0.67366123 0.        ],[0.89437807 0.68011576 0.        ],[-0.82122535  1.          0.        ],[-0.6272967  1.         0.       ],[-1.0709132   0.77245766  0.        ],[-1.1436965   0.80005866  0.        ],[1.1503156 0.4545961 0.       ]
199,3,TCGA-A8-A08X-01,[-0.83262044  1.          0.        ],[2.4337344 0.        1.       ],[-1.3162643   0.63948095  0.        ],[-0.44595575  0.99645895  0.        ],[0.6709351  0.95356154 0.        ],[-0.5558057  1.         0.       ],[-0.85698897  1.          0.        ],[2.153351 0.       1.      ],[2.0721626 0.        1.       ],[-0.71988916  1.          0.        ],[-0.9101693  1.         0.       ],[-0.6959556  1.         0.       ],[1.438599   0.07764801 0.        ],[-1.484515    0.25449747  0.        ],[-0.62394077  1.          0.        ],[0.78075933 1.         0.        ],[0.70460576 1.         0.        ],[-0.7305082  1.         0.       ],[0.84603333 1.         0.        ],[-1.006427  1.        0.      ],[-1.151697  1.        0.      ],[-0.8866757  1.         0.       ]
200,2,TCGA-A7-A0CJ-01,[-0.8574552  1.         0.       ],[3.350069 0.       1.      ],[-1.1970446  0.6521733  0.       ],[nan  1. nan],[0.72971237 0.92655617 0.        ],[-0.90655005  1.          0.        ],[-0.9265029  1.         0.       ],[2.2498152 0.        1.       ],[2.6595883 0.        1.       ],[-0.82625943  0.9957146   0.        ],[-0.9941536  1.         0.       ],[-0.80925703  0.9395212   0.        ],[1.5452862  0.02050611 1.        ],[-1.3801839  0.3094051  0.       ],[-1.264387   0.5209042  0.       ],[-0.3711205   0.93719345  0.        ],[0.76398075 1.         0.        ],[-0.5469503   0.97714394  0.        ],[-1.1314061  0.6632764  0.       ],[-0.98222333  1.          0.        ],[-1.1703421  0.6178609  0.       ],[-0.60823447  1.          0.        ]
200,3,TCGA-A8-A092-01,[-0.87780064  0.81182367  0.        ],[3.2698503 0.        1.       ],[-1.2266021   0.55008286  0.        ],[0.73299307 0.93389374 0.        ],[0.80666095 0.9521913  0.        ],[-1.0956024   0.55911094  0.        ],[-1.1832268  0.5616938  0.       ],[2.6268525 0.        1.       ],[2.4298284 0.        1.       ],[-1.0978034  0.6322103  0.       ],[-1.1004554   0.72804546  0.        ],[-0.99588436  0.68685246  0.        ],[1.2897562  0.12061437 0.        ],[-1.6763104   0.03999307 -1.        ],[-1.2965263  0.7090614  0.       ],[1.3019919  0.13852221 0.        ],[-0.6434695  1.         0.       ],[-0.5271708  0.9910153  0.       ],[-1.061072    0.58504266  0.        ],[-0.91079277  0.8156527   0.        ],[-1.2300975  0.718663   0.       ],[0.8650614  0.98353404 0.        ]
201,2,TCGA-A8-A07B-01,[-0.8546538  1.         0.       ],[nan  1. nan],[-1.1117796   0.45181873  0.        ],[-0.38220316  0.9973804   0.        ],[1.3762231  0.07738096 0.        ],[-0.32467982  0.9463675   0.        ],[-0.91810846  1.          0.        ],[2.058833 0.       1.      ],[2.5319493 0.        1.       ],[-0.83925223  1.          0.        ],[-0.8363266  1.         0.       ],[-0.8302155  1.         0.       ],[-0.62071526  1.          0.        ],[-1.2079569   0.14558958  0.        ],[-1.0273823   0.99470764  0.        ],[-0.7702603  1.         0.       ],[-1.0102516  1.         0.       ],[-1.0492558  0.9003782  0.       ],[-1.2757722  0.0263961 -1.       ],[-1.1125938   0.53576076  0.        ],[-1.1262097  0.5375867  0.       ],[-0.9008376  1.         0.       ]
201,3,TCGA-A8-A092-01,[-0.87780064  0.81182367  0.        ],[3.2698503 0.        1.       ],[-1.2266021   0.55008286  0.        ],[0.73299307 0.93389374 0.        ],[0.80666095 0.9521913  0.        ],[-1.0956024   0.55911094  0.        ],[-1.1832268  0.5616938  0.       ],[2.6268525 0.        1.       ],[2.4298284 0.        1.       ],[-1.0978034  0.6322103  0.       ],[-1.1004554   0.72804546  0.        ],[-0.99588436  0.68685246  0.        ],[1.2897562  0.12061437 0.        ],[-1.6763104   0.03999307 -1.        ],[-1.2965263  0.7090614  0.       ],[1.3019919  0.13852221 0.        ],[-0.6434695  1.         0.       ],[-0.5271708  0.9910153  0.       ],[-1.061072    0.58504266  0.        ],[-0.91079277  0.8156527   0.        ],[-1.2300975  0.718663   0.       ],[0.8650614  0.98353404 0.        ]
202,2,TCGA-A8-A07P-01,[-0.69623816  0.96912384  0.        ],[2.3962295 0.        1.       ],[-1.3318938  0.317259   0.       ],[nan  1. nan],[0.96494615 0.7000156  0.        ],[-0.52377206  0.91120607  0.        ],[-0.9182355   0.93600297  0.        ],[2.3369522 0.        1.       ],[2.2764206 0.        1.       ],[-0.83940214  0.9843893   0.        ],[-0.956365    0.95671177  0.        ],[-0.81325203  0.93068266  0.        ],[1.0126289  0.65083206 0.        ],[-1.5525509   0.04667488 -1.        ],[-1.2941126   0.31005207  0.        ],[1.0680884 0.622943  0.       ],[0.6998273 1.        0.       ],[0.6639625 0.9583922 0.       ],[-1.2774752  0.2832709  0.       ],[-1.1666086   0.43122596  0.        ],[-1.1716651  0.4900699  0.       ],[-0.66876614  0.91366017  0.        ]
202,3,TCGA-A8-A092-01,[-0.87780064  0.81182367  0.        ],[3.2698503 0.        1.       ],[-1.2266021   0.55008286  0.        ],[0.73299307 0.93389374 0.        ],[0.80666095 0.9521913  0.        ],[-1.0956024   0.55911094  0.        ],[-1.1832268  0.5616938  0.       ],[2.6268525 0.        1.       ],[2.4298284 0.        1.       ],[-1.0978034  0.6322103  0.       ],[-1.1004554   0.72804546  0.        ],[-0.99588436  0.68685246  0.        ],[1.2897562  0.12061437 0.        ],[-1.6763104   0.03999307 -1.        ],[-1.2965263  0.7090614  0.       ],[1.3019919  0.13852221 0.        ],[-0.6434695  1.         0.       ],[-0.5271708  0.9910153  0.       ],[-1.061072    0.58504266  0.        ],[-0.91079277  0.8156527   0.        ],[-1.2300975  0.718663   0.       ],[0.8650614  0.98353404 0.        ]
203,2,TCGA-A8-A08B-01,[-1.0962033  0.6093321  0.       ],[nan  1. nan],[-1.0416107   0.79877454  0.        ],[-0.5653456  0.992231   0.       ],[1.0013411 0.4609375 0.       ],[-0.65128434  1.          0.        ],[-0.89205635  1.          0.        ],[2.7062805 0.        1.       ],[2.580955 0.       1.      ],[-0.9892882  1.         0.       ],[-0.87824106  1.          0.        ],[-0.77376854  1.          0.        ],[-0.56978106  1.          0.        ],[-1.1633866  0.3123836  0.       ],[-1.0739069  0.7027098  0.       ],[-0.46433812  0.94064784  0.        ],[nan  1. nan],[-0.18305606  0.8947368   0.        ],[-0.88830346  1.          0.        ],[-1.1319176   0.42543924  0.        ],[-1.0671991  0.6597883  0.       ],[-0.6767004  1.         0.       ]
203,3,TCGA-A8-A092-01,[-0.87780064  0.81182367  0.        ],[3.2698503 0.        1.       ],[-1.2266021   0.55008286  0.        ],[0.73299307 0.93389374 0.        ],[0.80666095 0.9521913  0.        ],[-1.0956024   0.55911094  0.        ],[-1.1832268  0.5616938  0.       ],[2.6268525 0.        1.       ],[2.4298284 0.        1.       ],[-1.0978034  0.6322103  0.       ],[-1.1004554   0.72804546  0.        ],[-0.99588436  0.68685246  0.        ],[1.2897562  0.12061437 0.        ],[-1.6763104   0.03999307 -1.        ],[-1.2965263  0.7090614  0.       ],[1.3019919  0.13852221 0.        ],[-0.6434695  1.         0.       ],[-0.5271708  0.9910153  0.       ],[-1.061072    0.58504266  0.        ],[-0.91079277  0.8156527   0.        ],[-1.2300975  0.718663   0.       ],[0.8650614  0.98353404 0.        ]
204,2,TCGA-A8-A08S-01,[-0.99943316  0.64176273  0.        ],[2.730192 0.       1.      ],[-1.6090184   0.08727881  0.        ],[0.63013905 0.98100936 0.        ],[0.8169904 1.        0.       ],[-0.61702806  0.96643883  0.        ],[-1.1193902   0.49532795  0.        ],[2.3071752 0.        1.       ],[2.2872388 0.        1.       ],[-1.2870028   0.21889156  0.        ],[-1.3603177   0.16169535  0.        ],[-0.8447273   0.88496435  0.        ],[0.6658367 1.        0.       ],[-1.5610002  0.0726827  0.       ],[-1.4017677   0.15305676  0.        ],[1.1553085  0.39541778 0.        ],[0.89922607 0.94527066 0.        ],[0.90875494 1.         0.        ],[1.5275795  0.02950254 1.        ],[-1.0245252  0.6566856  0.       ],[-1.4846864   0.09599453  0.        ],[-0.68008465  1.          0.        ]
204,3,TCGA-A8-A092-01,[-0.87780064  0.81182367  0.        ],[3.2698503 0.        1.       ],[-1.2266021   0.55008286  0.        ],[0.73299307 0.93389374 0.        ],[0.80666095 0.9521913  0.        ],[-1.0956024   0.55911094  0.        ],[-1.1832268  0.5616938  0.       ],[2.6268525 0.        1.       ],[2.4298284 0.        1.       ],[-1.0978034  0.6322103  0.       ],[-1.1004554   0.72804546  0.        ],[-0.99588436  0.68685246  0.        ],[1.2897562  0.12061437 0.        ],[-1.6763104   0.03999307 -1.        ],[-1.2965263  0.7090614  0.       ],[1.3019919  0.13852221 0.        ],[-0.6434695  1.         0.       ],[-0.5271708  0.9910153  0.       ],[-1.061072    0.58504266  0.        ],[-0.91079277  0.8156527   0.        ],[-1.2300975  0.718663   0.       ],[0.8650614  0.98353404 0.        ]
205,2,TCGA-AN-A03Y-01,[-0.47052145  1.          0.        ],[2.5622742 0.        1.       ],[-1.4373753   0.25255325  0.        ],[0.7019908 1.        0.       ],[1.1190146 0.3589005 0.       ],[-0.6118548  1.         0.       ],[-1.0202988   0.75457925  0.        ],[2.434966 0.       1.      ],[2.184209 0.       1.      ],[-1.3551996   0.23750833  0.        ],[-1.168375    0.45690677  0.        ],[-0.74933904  1.          0.        ],[1.754817   0.00817039 1.        ],[-1.6647253   0.05049032  0.        ],[-1.3860625   0.25231466  0.        ],[1.343614   0.12197761 0.        ],[0.5342856 0.9970099 0.       ],[-0.29631233  1.          0.        ],[-0.9580413  0.8165115  0.       ],[-1.2314787  0.370394   0.       ],[-1.2321533   0.44240335  0.        ],[0.8053671 1.        0.       ]
205,3,TCGA-A8-A092-01,[-0.87780064  0.81182367  0.        ],[3.2698503 0.        1.       ],[-1.2266021   0.55008286  0.        ],[0.73299307 0.93389374 0.        ],[0.80666095 0.9521913  0.        ],[-1.0956024   0.55911094  0.        ],[-1.1832268  0.5616938  0.       ],[2.6268525 0.        1.       ],[2.4298284 0.        1.       ],[-1.0978034  0.6322103  0.       ],[-1.1004554   0.72804546  0.        ],[-0.99588436  0.68685246  0.        ],[1.2897562  0.12061437 0.        ],[-1.6763104   0.03999307 -1.        ],[-1.2965263  0.7090614  0.       ],[1.3019919  0.13852221 0.        ],[-0.6434695  1.         0.       ],[-0.5271708  0.9910153  0.       ],[-1.061072    0.58504266  0.        ],[-0.91079277  0.8156527   0.        ],[-1.2300975  0.718663   0.       ],[0.8650614  0.98353404 0.        ]
206,2,TCGA-AO-A03O-01,[-0.5922048  1.         0.       ],[nan  1. nan],[-1.3322496   0.18774131  0.        ],[nan  1. nan],[1.1161448  0.28277192 0.        ],[0.5944398 0.9951754 0.       ],[-0.98172927  0.79097134  0.        ],[2.577145 0.       1.      ],[2.4000127 0.        1.       ],[-0.5261697  0.9121227  0.       ],[-1.0677874   0.60143816  0.        ],[-0.85558474  0.9021471   0.        ],[1.3666655  0.14181288 0.        ],[-1.4956434   0.03462538 -1.        ],[-1.1479723   0.47089905  0.        ],[1.2792367  0.16728069 0.        ],[-0.8767606   0.94903207  0.        ],[-0.4513925  0.8689978  0.       ],[-1.1368673   0.44378057  0.        ],[-1.3158255   0.17425194  0.        ],[-1.2946855   0.17500846  0.        ],[-0.58656317  0.9580641   0.        ]
