TrajectoryID,Stage,Patient,AUTOPHAGY,CELL CYCLE,CELL-CELL COMMUNICATION,CELLULAR RESPONSES TO STIMULI,CHROMATIN ORGANIZATION,CIRCADIAN CLOCK,DEVELOPMENTAL BIOLOGY,DNA REPAIR,DNA REPLICATION,DRUG ADME,EXTRACELLULAR MATRIX ORGANIZATION,HEMOSTASIS,METABOLISM OF RNA,MUSCLE CONTRACTION,NEURONAL SYSTEM,ORGANELLE BIOGENESIS AND MAINTENANCE,PROGRAMMED CELL DEATH,PROTEIN LOCALIZATION,REPRODUCTION,SENSORY PERCEPTION,TRANSPORT OF SMALL MOLECULES,VESICLE-MEDIATED TRANSPORT
428,2,TCGA-E2-A15E-01,[-0.66973335  1.          0.        ],[2.2277784 0.        1.       ],[-0.75938225  1.          0.        ],[-0.6621985  1.         0.       ],[0.94276524 0.83112895 0.        ],[-0.549705  1.        0.      ],[-0.8213105  1.         0.       ],[2.212039 0.       1.      ],[2.0819347 0.        1.       ],[-0.95423657  1.          0.        ],[0.71012187 0.93703246 0.        ],[-0.6601467  1.         0.       ],[-0.6351269  1.         0.       ],[-1.4477307   0.45941633  0.        ],[-1.5111724  0.5583629  0.       ],[0.78408206 1.         0.        ],[-0.57628053  1.          0.        ],[-0.40099877  0.99881566  0.        ],[-1.1331  1.      0.    ],[-1.4409689  0.3242925  0.       ],[-0.85318637  1.          0.        ],[-0.71289593  1.          0.        ]
428,3,TCGA-BH-A18M-01,[-0.7515557  1.         0.       ],[2.503574 0.       1.      ],[-0.98793525  1.          0.        ],[0.5051744 0.9990536 0.       ],[0.6883412 1.        0.       ],[-0.6165282  1.         0.       ],[-0.79810953  1.          0.        ],[2.085405 0.       1.      ],[1.9639051 0.        1.       ],[-1.0298356  1.         0.       ],[0.9396981  0.77621335 0.        ],[1.0339936 0.6596706 0.       ],[-0.58520174  0.98034436  0.        ],[-1.612255    0.25514466  0.        ],[0.9606983 0.8045109 0.       ],[1.0647752 0.7865385 0.       ],[0.7054111 1.        0.       ],[-0.65605664  1.          0.        ],[1.1838247  0.49778885 0.        ],[-0.9442971  1.         0.       ],[-1.0391747  1.         0.       ],[1.0562458 0.6879027 0.       ]
429,2,TCGA-E2-A1B1-01,[-0.88256806  0.83872986  0.        ],[2.3828943 0.        1.       ],[-1.2909755  1.         0.       ],[0.44999537 0.9999375  0.        ],[0.50304615 1.         0.        ],[-0.86105144  0.7832735   0.        ],[-1.017237   0.6935718  0.       ],[1.777098   0.00203784 1.        ],[1.9636123e+00 3.8235294e-04 1.0000000e+00],[-1.0116112   0.59003884  0.        ],[1.2120111  0.36788929 0.        ],[1.1642027  0.41366258 0.        ],[-0.50792664  0.9973233   0.        ],[-1.266371   0.5928045  0.       ],[1.0975776 0.457001  0.       ],[0.6759276 1.        0.       ],[1.0680056  0.47856066 0.        ],[-1.121051   0.5583916  0.       ],[1.2700084 0.308348  0.       ],[0.9815191 0.6441615 0.       ],[-1.2198715   0.48255885  0.        ],[1.1074233 0.4917017 0.       ]
429,3,TCGA-BH-A18M-01,[-0.7515557  1.         0.       ],[2.503574 0.       1.      ],[-0.98793525  1.          0.        ],[0.5051744 0.9990536 0.       ],[0.6883412 1.        0.       ],[-0.6165282  1.         0.       ],[-0.79810953  1.          0.        ],[2.085405 0.       1.      ],[1.9639051 0.        1.       ],[-1.0298356  1.         0.       ],[0.9396981  0.77621335 0.        ],[1.0339936 0.6596706 0.       ],[-0.58520174  0.98034436  0.        ],[-1.612255    0.25514466  0.        ],[0.9606983 0.8045109 0.       ],[1.0647752 0.7865385 0.       ],[0.7054111 1.        0.       ],[-0.65605664  1.          0.        ],[1.1838247  0.49778885 0.        ],[-0.9442971  1.         0.       ],[-1.0391747  1.         0.       ],[1.0562458 0.6879027 0.       ]
430,2,TCGA-E2-A1L9-01,[-0.7093775  1.         0.       ],[2.2984142 0.        1.       ],[-1.49609     0.22274387  0.        ],[0.66374016 0.9785617  0.        ],[-0.38479465  1.          0.        ],[-0.90447086  0.88463604  0.        ],[-1.3341566   0.40839368  0.        ],[1.6786767  0.01029612 1.        ],[1.8108524 0.00234   1.       ],[-1.0919771   0.68371606  0.        ],[-0.90664846  0.99036103  0.        ],[-0.8973959  0.8130298  0.       ],[-0.3818575   0.99983007  0.        ],[-1.8638785   0.01220365 -1.        ],[-1.2838861   0.40588653  0.        ],[0.8859916 1.        0.       ],[0.8279386 1.        0.       ],[0.76827836 1.         0.        ],[1.1928749  0.27808294 0.        ],[1.2373646  0.26119548 0.        ],[-1.2354125   0.41381752  0.        ],[-1.0139548  0.7980225  0.       ]
430,3,TCGA-BH-A18M-01,[-0.7515557  1.         0.       ],[2.503574 0.       1.      ],[-0.98793525  1.          0.        ],[0.5051744 0.9990536 0.       ],[0.6883412 1.        0.       ],[-0.6165282  1.         0.       ],[-0.79810953  1.          0.        ],[2.085405 0.       1.      ],[1.9639051 0.        1.       ],[-1.0298356  1.         0.       ],[0.9396981  0.77621335 0.        ],[1.0339936 0.6596706 0.       ],[-0.58520174  0.98034436  0.        ],[-1.612255    0.25514466  0.        ],[0.9606983 0.8045109 0.       ],[1.0647752 0.7865385 0.       ],[0.7054111 1.        0.       ],[-0.65605664  1.          0.        ],[1.1838247  0.49778885 0.        ],[-0.9442971  1.         0.       ],[-1.0391747  1.         0.       ],[1.0562458 0.6879027 0.       ]
431,2,TCGA-E9-A1R0-01,[-0.4098871  1.         0.       ],[2.4372525 0.        1.       ],[-1.4916315   0.24807984  0.        ],[-0.40217486  0.9999286   0.        ],[0.45489925 1.         0.        ],[-1.1593539   0.66490906  0.        ],[-1.1323416   0.59810853  0.        ],[1.9598491e+00 4.5454550e-04 1.0000000e+00],[1.8231716e+00 5.5944050e-04 1.0000000e+00],[-0.9713509   0.71853656  0.        ],[-0.7497776  1.         0.       ],[0.88949203 1.         0.        ],[0.76990104 1.         0.        ],[-1.717753    0.11677171  0.        ],[-1.323365  0.403228  0.      ],[1.0013931 0.8874351 0.       ],[0.46911913 1.         0.        ],[0.4332702 0.999875  0.       ],[-0.9337923  0.7271108  0.       ],[-1.1008604   0.57175547  0.        ],[-1.0900325   0.51190776  0.        ],[1.1737452  0.42069104 0.        ]
431,3,TCGA-BH-A18M-01,[-0.7515557  1.         0.       ],[2.503574 0.       1.      ],[-0.98793525  1.          0.        ],[0.5051744 0.9990536 0.       ],[0.6883412 1.        0.       ],[-0.6165282  1.         0.       ],[-0.79810953  1.          0.        ],[2.085405 0.       1.      ],[1.9639051 0.        1.       ],[-1.0298356  1.         0.       ],[0.9396981  0.77621335 0.        ],[1.0339936 0.6596706 0.       ],[-0.58520174  0.98034436  0.        ],[-1.612255    0.25514466  0.        ],[0.9606983 0.8045109 0.       ],[1.0647752 0.7865385 0.       ],[0.7054111 1.        0.       ],[-0.65605664  1.          0.        ],[1.1838247  0.49778885 0.        ],[-0.9442971  1.         0.       ],[-1.0391747  1.         0.       ],[1.0562458 0.6879027 0.       ]
432,1,TCGA-3C-AALK-01,[-0.5589999  0.9869883  0.       ],[2.2952955 0.        1.       ],[0.8072401 1.        0.       ],[0.6811527 1.        0.       ],[0.44041213 0.99973136 0.        ],[-1.0334466  0.7850495  0.       ],[-0.9896375  0.7797096  0.       ],[1.8745466 0.        1.       ],[1.850328e+00 3.030303e-04 1.000000e+00],[-0.80569863  0.90285677  0.        ],[0.9088319 1.        0.       ],[0.76170295 1.         0.        ],[-1.2312444  0.7481399  0.       ],[-1.4255915  0.8736459  0.       ],[-0.9698485  0.6447395  0.       ],[0.78877026 1.         0.        ],[-0.57242864  1.          0.        ],[-0.98309964  0.69457906  0.        ],[-1.2706767   0.93903893  0.        ],[-1.2028862   0.62980366  0.        ],[-1.0668083   0.84002155  0.        ],[0.91949064 1.         0.        ]
432,2,TCGA-A7-A5ZW-01,[0.7311263 1.        0.       ],[2.0036304 0.        1.       ],[-1.1437287  1.         0.       ],[-0.34310657  0.9996649   0.        ],[-0.40505  1.       0.     ],[-0.9690548   0.99919945  0.        ],[-0.8581784  1.         0.       ],[1.2955124  0.22596414 0.        ],[1.6164862  0.03631552 1.        ],[-0.94604933  0.94117606  0.        ],[-0.6445312  1.         0.       ],[0.78379637 1.         0.        ],[-1.1320299  0.9437222  0.       ],[-1.3698057  1.         0.       ],[-1.0764765   0.97108394  0.        ],[0.63643426 0.9759922  0.        ],[0.8022998 1.        0.       ],[-0.66450787  1.          0.        ],[-1.2166839  1.         0.       ],[-1.0474657  0.9166224  0.       ],[-1.1541358  1.         0.       ],[-0.7520522  1.         0.       ]
432,3,TCGA-BH-A18M-01,[-0.7515557  1.         0.       ],[2.503574 0.       1.      ],[-0.98793525  1.          0.        ],[0.5051744 0.9990536 0.       ],[0.6883412 1.        0.       ],[-0.6165282  1.         0.       ],[-0.79810953  1.          0.        ],[2.085405 0.       1.      ],[1.9639051 0.        1.       ],[-1.0298356  1.         0.       ],[0.9396981  0.77621335 0.        ],[1.0339936 0.6596706 0.       ],[-0.58520174  0.98034436  0.        ],[-1.612255    0.25514466  0.        ],[0.9606983 0.8045109 0.       ],[1.0647752 0.7865385 0.       ],[0.7054111 1.        0.       ],[-0.65605664  1.          0.        ],[1.1838247  0.49778885 0.        ],[-0.9442971  1.         0.       ],[-1.0391747  1.         0.       ],[1.0562458 0.6879027 0.       ]
433,1,TCGA-A2-A0CP-01,[0.6595887 1.        0.       ],[1.0180113 1.        0.       ],[0.8717844 1.        0.       ],[0.8953533 1.        0.       ],[-0.27087945  1.          0.        ],[-0.7725761  1.         0.       ],[-0.75639826  1.          0.        ],[0.8540928 1.        0.       ],[0.8375773 1.        0.       ],[-1.3917269   0.52982527  0.        ],[-0.7893047  1.         0.       ],[-0.5792556  1.         0.       ],[1.3321601 0.739494  0.       ],[-1.1639081  0.8502496  0.       ],[-1.3335142  0.5102027  0.       ],[0.648198   0.96785945 0.        ],[-0.46983302  1.          0.        ],[-0.4436923  1.         0.       ],[1.1743735 0.9878268 0.       ],[-1.1087432  0.8359958  0.       ],[-1.4490052   0.69476545  0.        ],[0.7344977 1.        0.       ]
433,2,TCGA-A7-A5ZW-01,[0.7311263 1.        0.       ],[2.0036304 0.        1.       ],[-1.1437287  1.         0.       ],[-0.34310657  0.9996649   0.        ],[-0.40505  1.       0.     ],[-0.9690548   0.99919945  0.        ],[-0.8581784  1.         0.       ],[1.2955124  0.22596414 0.        ],[1.6164862  0.03631552 1.        ],[-0.94604933  0.94117606  0.        ],[-0.6445312  1.         0.       ],[0.78379637 1.         0.        ],[-1.1320299  0.9437222  0.       ],[-1.3698057  1.         0.       ],[-1.0764765   0.97108394  0.        ],[0.63643426 0.9759922  0.        ],[0.8022998 1.        0.       ],[-0.66450787  1.          0.        ],[-1.2166839  1.         0.       ],[-1.0474657  0.9166224  0.       ],[-1.1541358  1.         0.       ],[-0.7520522  1.         0.       ]
433,3,TCGA-BH-A18M-01,[-0.7515557  1.         0.       ],[2.503574 0.       1.      ],[-0.98793525  1.          0.        ],[0.5051744 0.9990536 0.       ],[0.6883412 1.        0.       ],[-0.6165282  1.         0.       ],[-0.79810953  1.          0.        ],[2.085405 0.       1.      ],[1.9639051 0.        1.       ],[-1.0298356  1.         0.       ],[0.9396981  0.77621335 0.        ],[1.0339936 0.6596706 0.       ],[-0.58520174  0.98034436  0.        ],[-1.612255    0.25514466  0.        ],[0.9606983 0.8045109 0.       ],[1.0647752 0.7865385 0.       ],[0.7054111 1.        0.       ],[-0.65605664  1.          0.        ],[1.1838247  0.49778885 0.        ],[-0.9442971  1.         0.       ],[-1.0391747  1.         0.       ],[1.0562458 0.6879027 0.       ]
434,1,TCGA-D8-A1JP-01,[-0.43710092  0.99885154  0.        ],[2.2456188 0.        1.       ],[-1.0517989   0.82319707  0.        ],[0.77670234 0.99854535 0.        ],[0.4352924 0.999857  0.       ],[-1.1977166  0.6997367  0.       ],[-1.07965    0.8956064  0.       ],[1.9332874 0.        1.       ],[2.0104551 0.        1.       ],[-0.78534484  1.          0.        ],[-0.6534329  1.         0.       ],[-0.62885606  1.          0.        ],[0.82012075 1.         0.        ],[-1.5779907   0.27792752  0.        ],[-0.91224515  0.95475465  0.        ],[0.8352298 1.        0.       ],[0.8314637 1.        0.       ],[-1.0071412  0.8234365  0.       ],[-1.2115009  0.8794789  0.       ],[-0.84468013  1.          0.        ],[-1.4417442  0.3725973  0.       ],[0.9590055 1.        0.       ]
434,2,TCGA-A7-A5ZW-01,[0.7311263 1.        0.       ],[2.0036304 0.        1.       ],[-1.1437287  1.         0.       ],[-0.34310657  0.9996649   0.        ],[-0.40505  1.       0.     ],[-0.9690548   0.99919945  0.        ],[-0.8581784  1.         0.       ],[1.2955124  0.22596414 0.        ],[1.6164862  0.03631552 1.        ],[-0.94604933  0.94117606  0.        ],[-0.6445312  1.         0.       ],[0.78379637 1.         0.        ],[-1.1320299  0.9437222  0.       ],[-1.3698057  1.         0.       ],[-1.0764765   0.97108394  0.        ],[0.63643426 0.9759922  0.        ],[0.8022998 1.        0.       ],[-0.66450787  1.          0.        ],[-1.2166839  1.         0.       ],[-1.0474657  0.9166224  0.       ],[-1.1541358  1.         0.       ],[-0.7520522  1.         0.       ]
434,3,TCGA-BH-A18M-01,[-0.7515557  1.         0.       ],[2.503574 0.       1.      ],[-0.98793525  1.          0.        ],[0.5051744 0.9990536 0.       ],[0.6883412 1.        0.       ],[-0.6165282  1.         0.       ],[-0.79810953  1.          0.        ],[2.085405 0.       1.      ],[1.9639051 0.        1.       ],[-1.0298356  1.         0.       ],[0.9396981  0.77621335 0.        ],[1.0339936 0.6596706 0.       ],[-0.58520174  0.98034436  0.        ],[-1.612255    0.25514466  0.        ],[0.9606983 0.8045109 0.       ],[1.0647752 0.7865385 0.       ],[0.7054111 1.        0.       ],[-0.65605664  1.          0.        ],[1.1838247  0.49778885 0.        ],[-0.9442971  1.         0.       ],[-1.0391747  1.         0.       ],[1.0562458 0.6879027 0.       ]
435,1,TCGA-A2-A0EV-01,[-0.67124057  1.          0.        ],[2.6870742 0.        1.       ],[-1.1079488  0.8310021  0.       ],[0.8697198  0.82863826 0.        ],[-0.30405557  0.9999546   0.        ],[-0.81421536  1.          0.        ],[-1.1310009  0.9363925  0.       ],[2.0323584 0.        1.       ],[2.2158415 0.        1.       ],[-1.1046387  0.7011713  0.       ],[-0.8880357  1.         0.       ],[-0.54461616  1.          0.        ],[0.4702003 0.9997863 0.       ],[-1.5434979   0.26363125  0.        ],[-1.1620772  1.         0.       ],[0.9394698 0.7406282 0.       ],[1.2222553  0.33009952 0.        ],[-0.3653056  1.         0.       ],[1.1476313 0.3747937 0.       ],[-1.094629    0.62486047  0.        ],[-1.345749    0.61483985  0.        ],[1.1428819  0.32286492 0.        ]
435,2,TCGA-A7-A26H-01,[-0.7172172  1.         0.       ],[2.3599036 0.        1.       ],[-1.5874952   0.09927386  0.        ],[0.47523502 0.99967307 0.        ],[0.62028325 1.         0.        ],[-0.9843317  0.8472533  0.       ],[-0.9853284  1.         0.       ],[1.9559476e+00 1.6041667e-03 1.0000000e+00],[1.8749801e+00 1.4361110e-03 1.0000000e+00],[-0.9333893  0.7726414  0.       ],[0.8980876 1.        0.       ],[-0.70669776  1.          0.        ],[-0.38035083  0.99993336  0.        ],[-1.8626478   0.01539922 -1.        ],[-0.98079145  0.73789483  0.        ],[0.9748594 1.        0.       ],[0.7043554 1.        0.       ],[0.6226499 1.        0.       ],[0.79915094 1.         0.        ],[-1.0347562  1.         0.       ],[-1.3544677   0.26795876  0.        ],[0.903418 1.       0.      ]
435,3,TCGA-BH-A18M-01,[-0.7515557  1.         0.       ],[2.503574 0.       1.      ],[-0.98793525  1.          0.        ],[0.5051744 0.9990536 0.       ],[0.6883412 1.        0.       ],[-0.6165282  1.         0.       ],[-0.79810953  1.          0.        ],[2.085405 0.       1.      ],[1.9639051 0.        1.       ],[-1.0298356  1.         0.       ],[0.9396981  0.77621335 0.        ],[1.0339936 0.6596706 0.       ],[-0.58520174  0.98034436  0.        ],[-1.612255    0.25514466  0.        ],[0.9606983 0.8045109 0.       ],[1.0647752 0.7865385 0.       ],[0.7054111 1.        0.       ],[-0.65605664  1.          0.        ],[1.1838247  0.49778885 0.        ],[-0.9442971  1.         0.       ],[-1.0391747  1.         0.       ],[1.0562458 0.6879027 0.       ]
436,1,TCGA-AR-A24N-01,[-0.621099  1.        0.      ],[2.6570587 0.        1.       ],[-1.2221377  0.6232763  0.       ],[-0.4440313   0.99852145  0.        ],[0.91763496 0.8258557  0.        ],[-0.72349155  1.          0.        ],[-1.1858573  0.608996   0.       ],[2.2582479 0.        1.       ],[2.2612596 0.        1.       ],[-1.1517494   0.59855103  0.        ],[-1.0404205  0.8284212  0.       ],[-0.8064395  1.         0.       ],[-0.71458834  1.          0.        ],[-1.8334699   0.00483684 -1.        ],[-1.2690538   0.63585293  0.        ],[1.3976221  0.09163354 0.        ],[0.82364887 0.93609774 0.        ],[0.6045082 0.9914169 0.       ],[0.9537085  0.87812775 0.        ],[-0.99476     0.85133195  0.        ],[-1.3997203  0.4105014  0.       ],[-0.5666009  1.         0.       ]
436,2,TCGA-A7-A26H-01,[-0.7172172  1.         0.       ],[2.3599036 0.        1.       ],[-1.5874952   0.09927386  0.        ],[0.47523502 0.99967307 0.        ],[0.62028325 1.         0.        ],[-0.9843317  0.8472533  0.       ],[-0.9853284  1.         0.       ],[1.9559476e+00 1.6041667e-03 1.0000000e+00],[1.8749801e+00 1.4361110e-03 1.0000000e+00],[-0.9333893  0.7726414  0.       ],[0.8980876 1.        0.       ],[-0.70669776  1.          0.        ],[-0.38035083  0.99993336  0.        ],[-1.8626478   0.01539922 -1.        ],[-0.98079145  0.73789483  0.        ],[0.9748594 1.        0.       ],[0.7043554 1.        0.       ],[0.6226499 1.        0.       ],[0.79915094 1.         0.        ],[-1.0347562  1.         0.       ],[-1.3544677   0.26795876  0.        ],[0.903418 1.       0.      ]
436,3,TCGA-BH-A18M-01,[-0.7515557  1.         0.       ],[2.503574 0.       1.      ],[-0.98793525  1.          0.        ],[0.5051744 0.9990536 0.       ],[0.6883412 1.        0.       ],[-0.6165282  1.         0.       ],[-0.79810953  1.          0.        ],[2.085405 0.       1.      ],[1.9639051 0.        1.       ],[-1.0298356  1.         0.       ],[0.9396981  0.77621335 0.        ],[1.0339936 0.6596706 0.       ],[-0.58520174  0.98034436  0.        ],[-1.612255    0.25514466  0.        ],[0.9606983 0.8045109 0.       ],[1.0647752 0.7865385 0.       ],[0.7054111 1.        0.       ],[-0.65605664  1.          0.        ],[1.1838247  0.49778885 0.        ],[-0.9442971  1.         0.       ],[-1.0391747  1.         0.       ],[1.0562458 0.6879027 0.       ]
437,1,TCGA-A2-A0T3-01,[0.7137141  0.94955444 0.        ],[3.09161 0.      1.     ],[-1.2383053  1.         0.       ],[1.0022371  0.55093604 0.        ],[1.2489227  0.21685773 0.        ],[-0.29645348  1.          0.        ],[-0.80476266  1.          0.        ],[2.5007482 0.        1.       ],[2.4170685 0.        1.       ],[-1.0255148  1.         0.       ],[-0.65246177  1.          0.        ],[-0.7097571  1.         0.       ],[1.1034064  0.43645495 0.        ],[-1.5022376   0.44285336  0.        ],[-0.8473676  1.         0.       ],[1.3989018  0.10538257 0.        ],[0.9496894  0.61789846 0.        ],[-0.75395715  1.          0.        ],[-1.1280984   0.86953413  0.        ],[-0.94211704  1.          0.        ],[-1.1445297  1.         0.       ],[1.071825  0.4452424 0.       ]
437,2,TCGA-BH-A0C7-01,[-0.93228734  0.82097465  0.        ],[2.835348 0.       1.      ],[-0.97317463  0.8020113   0.        ],[0.7300581 1.        0.       ],[0.6913261 1.        0.       ],[-0.59275025  0.9886016   0.        ],[-0.9187659   0.77412224  0.        ],[2.293154 0.       1.      ],[2.2512321 0.        1.       ],[-1.1850914  1.         0.       ],[-0.7807742  1.         0.       ],[-0.70265085  1.          0.        ],[0.40333903 1.         0.        ],[-1.9656464   0.00223889 -1.        ],[-1.1040128  1.         0.       ],[1.3098104  0.15275855 0.        ],[0.98876524 0.7144208  0.        ],[-0.9842484  1.         0.       ],[-1.0610627  1.         0.       ],[-0.97997147  0.8970197   0.        ],[-1.0162352  1.         0.       ],[1.010564   0.76012844 0.        ]
437,3,TCGA-BH-A18M-01,[-0.7515557  1.         0.       ],[2.503574 0.       1.      ],[-0.98793525  1.          0.        ],[0.5051744 0.9990536 0.       ],[0.6883412 1.        0.       ],[-0.6165282  1.         0.       ],[-0.79810953  1.          0.        ],[2.085405 0.       1.      ],[1.9639051 0.        1.       ],[-1.0298356  1.         0.       ],[0.9396981  0.77621335 0.        ],[1.0339936 0.6596706 0.       ],[-0.58520174  0.98034436  0.        ],[-1.612255    0.25514466  0.        ],[0.9606983 0.8045109 0.       ],[1.0647752 0.7865385 0.       ],[0.7054111 1.        0.       ],[-0.65605664  1.          0.        ],[1.1838247  0.49778885 0.        ],[-0.9442971  1.         0.       ],[-1.0391747  1.         0.       ],[1.0562458 0.6879027 0.       ]
438,1,TCGA-A8-A06O-01,[-0.91471785  0.88748217  0.        ],[2.8486176 0.        1.       ],[-1.2093879  0.4690044  0.       ],[0.7809281  0.98024035 0.        ],[0.8251063 1.        0.       ],[-0.74101514  1.          0.        ],[-1.3346453   0.40594444  0.        ],[2.2897727 0.        1.       ],[2.1710904 0.        1.       ],[-0.6126698  1.         0.       ],[-1.3094577   0.34991533  0.        ],[-0.6291261  1.         0.       ],[1.2209915  0.26011795 0.        ],[-1.8700528   0.00906001 -1.        ],[-1.0399394  0.8000058  0.       ],[1.1170706  0.40250635 0.        ],[0.66681373 0.9692197  0.        ],[-0.4155738  0.9998252  0.       ],[1.6595687  0.01434753 1.        ],[-1.008506   0.7617905  0.       ],[-1.5294458   0.17582658  0.        ],[0.9093527  0.94412524 0.        ]
438,2,TCGA-BH-A0AU-01,[0.64197725 1.         0.        ],[2.6365716 0.        1.       ],[-1.0754298  1.         0.       ],[0.51627207 0.9977131  0.        ],[0.6048113 1.        0.       ],[-0.83635205  1.          0.        ],[-0.9866262  1.         0.       ],[2.048717 0.       1.      ],[1.9402698 0.        1.       ],[-0.9654158  1.         0.       ],[-0.8687096  1.         0.       ],[-0.6987752  1.         0.       ],[-0.52031416  1.          0.        ],[-1.5300859   0.33965668  0.        ],[-0.70678246  1.          0.        ],[1.1243707 0.3758519 0.       ],[-0.45415565  0.9973989   0.        ],[-0.5059744  1.         0.       ],[1.2299361  0.26278114 0.        ],[-1.4080783   0.47332326  0.        ],[-1.0007852  1.         0.       ],[-0.6481734  1.         0.       ]
438,3,TCGA-BH-A18M-01,[-0.7515557  1.         0.       ],[2.503574 0.       1.      ],[-0.98793525  1.          0.        ],[0.5051744 0.9990536 0.       ],[0.6883412 1.        0.       ],[-0.6165282  1.         0.       ],[-0.79810953  1.          0.        ],[2.085405 0.       1.      ],[1.9639051 0.        1.       ],[-1.0298356  1.         0.       ],[0.9396981  0.77621335 0.        ],[1.0339936 0.6596706 0.       ],[-0.58520174  0.98034436  0.        ],[-1.612255    0.25514466  0.        ],[0.9606983 0.8045109 0.       ],[1.0647752 0.7865385 0.       ],[0.7054111 1.        0.       ],[-0.65605664  1.          0.        ],[1.1838247  0.49778885 0.        ],[-0.9442971  1.         0.       ],[-1.0391747  1.         0.       ],[1.0562458 0.6879027 0.       ]
439,1,TCGA-E2-A15F-01,[-0.7514148  1.         0.       ],[2.7822654 0.        1.       ],[-1.086974  1.        0.      ],[-0.4118454  1.         0.       ],[0.62178075 1.         0.        ],[0.39750877 0.99965805 0.        ],[-1.000979    0.97004706  0.        ],[2.2581549 0.        1.       ],[2.0113556 0.        1.       ],[-1.1463574   0.99835443  0.        ],[-1.1558998  1.         0.       ],[-0.7046353  1.         0.       ],[-0.5557114  1.         0.       ],[-1.7023621   0.07102812  0.        ],[-0.959207   0.9507546  0.       ],[1.0165542 0.6547111 0.       ],[-0.38810307  0.9996207   0.        ],[-0.6863932  1.         0.       ],[1.1594931  0.39512378 0.        ],[-1.0761987   0.88266414  0.        ],[-1.2515036  1.         0.       ],[0.9754099  0.66593724 0.        ]
439,2,TCGA-BH-A0AU-01,[0.64197725 1.         0.        ],[2.6365716 0.        1.       ],[-1.0754298  1.         0.       ],[0.51627207 0.9977131  0.        ],[0.6048113 1.        0.       ],[-0.83635205  1.          0.        ],[-0.9866262  1.         0.       ],[2.048717 0.       1.      ],[1.9402698 0.        1.       ],[-0.9654158  1.         0.       ],[-0.8687096  1.         0.       ],[-0.6987752  1.         0.       ],[-0.52031416  1.          0.        ],[-1.5300859   0.33965668  0.        ],[-0.70678246  1.          0.        ],[1.1243707 0.3758519 0.       ],[-0.45415565  0.9973989   0.        ],[-0.5059744  1.         0.       ],[1.2299361  0.26278114 0.        ],[-1.4080783   0.47332326  0.        ],[-1.0007852  1.         0.       ],[-0.6481734  1.         0.       ]
439,3,TCGA-BH-A18M-01,[-0.7515557  1.         0.       ],[2.503574 0.       1.      ],[-0.98793525  1.          0.        ],[0.5051744 0.9990536 0.       ],[0.6883412 1.        0.       ],[-0.6165282  1.         0.       ],[-0.79810953  1.          0.        ],[2.085405 0.       1.      ],[1.9639051 0.        1.       ],[-1.0298356  1.         0.       ],[0.9396981  0.77621335 0.        ],[1.0339936 0.6596706 0.       ],[-0.58520174  0.98034436  0.        ],[-1.612255    0.25514466  0.        ],[0.9606983 0.8045109 0.       ],[1.0647752 0.7865385 0.       ],[0.7054111 1.        0.       ],[-0.65605664  1.          0.        ],[1.1838247  0.49778885 0.        ],[-0.9442971  1.         0.       ],[-1.0391747  1.         0.       ],[1.0562458 0.6879027 0.       ]
440,1,TCGA-AO-A03V-01,[0.7471879 1.        0.       ],[2.3967416 0.        1.       ],[-1.3580769  0.6621744  0.       ],[0.5884435 1.        0.       ],[0.5464739  0.99621844 0.        ],[-0.8483745   0.87910104  0.        ],[-1.218043  0.551208  0.      ],[1.7791767  0.00352023 1.        ],[1.9393489e+00 1.3440860e-03 1.0000000e+00],[-0.85891956  0.94293696  0.        ],[-0.9003043  0.9466557  0.       ],[-0.91417855  1.          0.        ],[0.87627864 1.         0.        ],[-1.4954735  0.5276672  0.       ],[-1.2819444   0.66987014  0.        ],[0.944639 1.       0.      ],[-0.4869887  0.9965165  0.       ],[-0.62164086  1.          0.        ],[-1.2689366  0.5395851  0.       ],[-0.9230239  1.         0.       ],[-1.1466427   0.63782376  0.        ],[-0.63422966  1.          0.        ]
440,2,TCGA-E2-A14Q-01,[-0.58291227  0.9802779   0.        ],[2.1481466 0.        1.       ],[-1.1425004  0.7714828  0.       ],[-0.6748204  1.         0.       ],[0.54604083 0.99690497 0.        ],[-0.6144552  1.         0.       ],[-0.9811593   0.82927626  0.        ],[2.1312845 0.        1.       ],[2.0517175e+00 4.4444445e-04 1.0000000e+00],[-1.0929732   0.65786505  0.        ],[-0.6754331  1.         0.       ],[-0.6543739  1.         0.       ],[0.6527914 1.        0.       ],[-1.4205132   0.51894647  0.        ],[-1.1829346  0.8221713  0.       ],[1.1988724  0.30682752 0.        ],[-1.2021818  1.         0.       ],[0.6335102 1.        0.       ],[-0.9505719   0.80575305  0.        ],[-1.1243718  0.6878925  0.       ],[-1.4462348  0.9005002  0.       ],[1.0825721  0.47015196 0.        ]
